пт сент. 3 2021,"6, frrr frrr frrrr, 20"
1516,87225.13089005236
1507,86113.9896373057
1516,83959.39086294416
1509,81386.13861386139
1508,81386.13861386139
1507,82914.57286432161
1507,85025.64102564103
1511,87225.13089005236
1513,85567.01030927835
1514,81890.5472636816
1509,81386.13861386139
1510,83434.34343434343
1511,86113.9896373057
1516,86113.9896373057
1518,83959.39086294416
1507,81386.13861386139
1511,83959.39086294416
1516,86666.66666666667
1511,85025.64102564103
1512,82400.0
1516,81890.5472636816
1514,83434.34343434343
1511,86666.66666666667
1516,86666.66666666667
1513,84489.79591836735
1508,81890.5472636816
1516,81386.13861386139
1515,83434.34343434343
1509,87225.13089005236
1512,86666.66666666667
1513,85025.64102564103
1512,83959.39086294416
1508,81386.13861386139
1511,82400.0
1513,85025.64102564103
1508,87225.13089005236
1507,86113.9896373057
1513,83434.34343434343
1508,81890.5472636816
1510,82400.0
1508,85567.01030927835
1507,87225.13089005236
1512,85025.64102564103
1508,81890.5472636816
1512,83434.34343434343
1511,87225.13089005236
1513,87225.13089005236
1513,83959.39086294416
1516,81890.5472636816
1510,82400.0
1513,85567.01030927835
1513,87789.47368421052
1516,86666.66666666667
1516,81890.5472636816
1514,82400.0
1520,84489.79591836735
1515,87225.13089005236
1516,87789.47368421052
1512,85567.01030927835
1520,82914.57286432161
1520,82400.0
1514,82914.57286432161
1517,86113.9896373057
1514,87789.47368421052
1515,86113.9896373057
1518,82400.0
1516,83434.34343434343
1515,86666.66666666667
1514,87225.13089005236
1513,84489.79591836735
1519,81890.5472636816
1517,83434.34343434343
1515,86666.66666666667
1518,87789.47368421052
1514,86666.66666666667
1509,83959.39086294416
1513,82400.0
1511,82914.57286432161
1516,85025.64102564103
1515,87789.47368421052
1513,86666.66666666667
1511,85567.01030927835
1507,82914.57286432161
1512,82914.57286432161
1511,84489.79591836735
1515,86666.66666666667
1515,87789.47368421052
1510,86113.9896373057
1503,82914.57286432161
1507,83434.34343434343
1512,86113.9896373057
1505,88359.78835978836
1501,84489.79591836735
1498,82400.0
1505,84489.79591836735
1505,86666.66666666667
1505,87789.47368421052
1505,85567.01030927835
1508,83434.34343434343
1510,82400.0
1503,83434.34343434343
1499,85567.01030927835
1507,88359.78835978836
1503,87225.13089005236
1503,85567.01030927835
1506,82914.57286432161
1501,82914.57286432161
1503,84489.79591836735
1505,87789.47368421052
1505,87225.13089005236
1505,86113.9896373057
1501,82914.57286432161
1502,83959.39086294416
1499,87225.13089005236
1502,86666.66666666667
1495,84489.79591836735
1502,83434.34343434343
1499,86113.9896373057
1500,88359.78835978836
1502,87789.47368421052
1497,85025.64102564103
1499,82914.57286432161
1504,88359.78835978836
1499,87225.13089005236
1504,85025.64102564103
1498,82400.0
1499,83959.39086294416
1499,85567.01030927835
1500,88359.78835978836
1497,87789.47368421052
1495,85567.01030927835
1497,83434.34343434343
1493,82914.57286432161
1496,83959.39086294416
1493,87225.13089005236
1496,87789.47368421052
1495,86113.9896373057
1499,82400.0
1493,84489.79591836735
1496,87225.13089005236
1492,87789.47368421052
1492,85025.64102564103
1489,82400.0
1491,83959.39086294416
1489,88359.78835978836
1485,86666.66666666667
1491,84489.79591836735
1488,82400.0
1486,83434.34343434343
1484,84489.79591836735
1485,87225.13089005236
1482,87225.13089005236
1483,85025.64102564103
1482,81890.5472636816
1481,82914.57286432161
1481,85025.64102564103
1479,87225.13089005236
1479,87225.13089005236
1479,85567.01030927835
1475,81890.5472636816
1480,82400.0
1479,84489.79591836735
1481,87789.47368421052
1478,85567.01030927835
1477,82400.0
1479,82914.57286432161
1475,85025.64102564103
1483,87225.13089005236
1475,83959.39086294416
1480,82400.0
1474,82400.0
1475,84489.79591836735
1477,86666.66666666667
1483,87225.13089005236
1480,85567.01030927835
1482,82400.0
1478,80886.69950738916
1480,83434.34343434343
1481,84489.79591836735
1478,86666.66666666667
1479,85567.01030927835
1479,83434.34343434343
1480,81386.13861386139
1481,82914.57286432161
1484,86113.9896373057
1481,86113.9896373057
1488,82400.0
1480,80886.69950738916
1477,82914.57286432161
1480,85567.01030927835
1481,83434.34343434343
1482,81386.13861386139
1483,80392.1568627451
1482,82400.0
1486,85025.64102564103
1482,86113.9896373057
1489,84489.79591836735
1480,81890.5472636816
1484,79902.43902439025
1482,81386.13861386139
1481,83434.34343434343
1481,85567.01030927835
1484,84489.79591836735
1486,82914.57286432161
1478,80886.69950738916
1483,80392.1568627451
1475,82400.0
1482,85025.64102564103
1479,83959.39086294416
1477,80392.1568627451
1478,79902.43902439025
1477,82400.0
1483,85025.64102564103
1478,81890.5472636816
1477,79902.43902439025
1479,78937.19806763285
1480,80392.1568627451
1475,83434.34343434343
1475,84489.79591836735
1479,82400.0
1479,79902.43902439025
1481,79417.47572815535
1481,80392.1568627451
1472,82400.0
1479,83959.39086294416
1482,82914.57286432161
1479,80886.69950738916
1479,78461.53846153847
1476,80392.1568627451
1480,82400.0
1479,82914.57286432161
1476,80886.69950738916
1477,78461.53846153847
1474,79902.43902439025
1475,81890.5472636816
1471,83434.34343434343
1474,80886.69950738916
1472,77990.43062200958
1469,82400.0
1471,82914.57286432161
1472,80886.69950738916
1479,78461.53846153847
1478,77990.43062200958
1475,78937.19806763285
1475,81386.13861386139
1480,81386.13861386139
1482,80392.1568627451
1482,77990.43062200958
1483,76603.77358490566
1478,78937.19806763285
1478,80886.69950738916
1475,81890.5472636816
1477,78937.19806763285
1479,76603.77358490566
1477,78461.53846153847
1479,80886.69950738916
1475,80886.69950738916
1477,77061.61137440758
1475,77061.61137440758
1480,78461.53846153847
1479,80392.1568627451
1480,80886.69950738916
1481,78461.53846153847
1484,76150.23474178404
1479,77061.61137440758
1484,78461.53846153847
1483,80392.1568627451
1479,80392.1568627451
1484,79417.47572815535
1487,76150.23474178404
1486,76603.77358490566
1492,78937.19806763285
1489,79902.43902439025
1483,77990.43062200958
1488,75255.81395348837
1489,76150.23474178404
1491,77061.61137440758
1487,79417.47572815535
1487,78937.19806763285
1487,78461.53846153847
1485,75700.93457943926
1489,75700.93457943926
1487,77990.43062200958
1483,79417.47572815535
1484,77061.61137440758
1484,74814.81481481482
1476,77061.61137440758
1479,78937.19806763285
1474,77061.61137440758
1474,74377.88018433179
1474,74814.81481481482
1475,77990.43062200958
1472,77990.43062200958
1472,75700.93457943926
1471,73944.95412844037
1467,74814.81481481482
1475,77061.61137440758
1476,78461.53846153847
1472,77523.80952380953
1472,76603.77358490566
1474,73944.95412844037
1471,73944.95412844037
1470,75700.93457943926
1473,77523.80952380953
1470,77061.61137440758
1472,75700.93457943926
1468,73090.90909090909
1470,73944.95412844037
1467,74814.81481481482
1473,77061.61137440758
1463,76603.77358490566
1471,73944.95412844037
1466,73515.98173515982
1464,74814.81481481482
1468,77061.61137440758
1466,75255.81395348837
1467,72669.68325791856
1466,73090.90909090909
1473,75700.93457943926
1475,77061.61137440758
1476,75700.93457943926
1475,73090.90909090909
1478,72252.25225225225
1479,73515.98173515982
1482,74814.81481481482
1481,76603.77358490566
1483,76150.23474178404
1483,73944.95412844037
1483,72252.25225225225
1489,72252.25225225225
1489,73944.95412844037
1487,75700.93457943926
1486,76150.23474178404
1491,74814.81481481482
1494,72252.25225225225
1488,71838.56502242152
1490,73944.95412844037
1491,76150.23474178404
1490,74377.88018433179
1491,71838.56502242152
1488,71838.56502242152
1491,73944.95412844037
1489,75700.93457943926
1492,73944.95412844037
1494,71022.22222222222
1496,71838.56502242152
1496,73090.90909090909
1495,75255.81395348837
1500,74814.81481481482
1499,73090.90909090909
1502,71838.56502242152
1504,71022.22222222222
1505,71838.56502242152
1498,73944.95412844037
1500,75255.81395348837
1502,74377.88018433179
1505,73090.90909090909
1505,70619.46902654867
1506,70619.46902654867
1505,73090.90909090909
1503,74814.81481481482
1504,73090.90909090909
1501,70619.46902654867
1508,71428.57142857143
1506,73515.98173515982
1510,74377.88018433179
1503,72252.25225225225
1507,70220.26431718061
1509,74377.88018433179
1511,72669.68325791856
1513,71838.56502242152
1508,70220.26431718061
1504,70619.46902654867
1509,72252.25225225225
1505,73515.98173515982
1509,73515.98173515982
1510,72252.25225225225
1507,70220.26431718061
1507,70220.26431718061
1506,71428.57142857143
1509,73944.95412844037
1506,71838.56502242152
1511,69043.47826086957
1510,70220.26431718061
1511,72252.25225225225
1504,73090.90909090909
1509,73090.90909090909
1513,72252.25225225225
1510,69824.56140350878
1514,69824.56140350878
1511,71428.57142857143
1510,73090.90909090909
1504,72669.68325791856
1509,71428.57142857143
1510,69432.31441048035
1504,69432.31441048035
1507,71838.56502242152
1508,72669.68325791856
1504,71428.57142857143
1504,68658.00865800866
1507,69432.31441048035
1508,71022.22222222222
1508,72669.68325791856
1508,71022.22222222222
1507,69043.47826086957
1513,69432.31441048035
1504,71428.57142857143
1507,72669.68325791856
1505,71838.56502242152
1504,69824.56140350878
1505,68658.00865800866
1510,69043.47826086957
1505,70619.46902654867
1508,72252.25225225225
1504,72252.25225225225
1512,71428.57142857143
1509,69043.47826086957
1505,68658.00865800866
1505,69824.56140350878
1508,70619.46902654867
1507,72252.25225225225
1508,71838.56502242152
1507,69824.56140350878
1507,67896.9957081545
1508,69824.56140350878
1507,72252.25225225225
1506,71022.22222222222
1511,68658.00865800866
1507,69043.47826086957
1512,70220.26431718061
1513,71428.57142857143
1514,70619.46902654867
1507,69043.47826086957
1509,68275.86206896552
1508,68658.00865800866
1508,69432.31441048035
1506,71022.22222222222
1509,71428.57142857143
1512,70220.26431718061
1507,68275.86206896552
1511,67896.9957081545
1516,68658.00865800866
1507,70220.26431718061
1511,71428.57142857143
1512,70619.46902654867
1513,68658.00865800866
1516,68275.86206896552
1510,69824.56140350878
1510,71838.56502242152
1512,69824.56140350878
1507,67521.36752136752
1513,68275.86206896552
1510,70220.26431718061
1509,71428.57142857143
1515,70619.46902654867
1512,68275.86206896552
1506,67521.36752136752
1504,68275.86206896552
1510,69043.47826086957
1513,70619.46902654867
1516,71022.22222222222
1510,69824.56140350878
1509,67896.9957081545
1509,67521.36752136752
1520,68275.86206896552
1516,69824.56140350878
1513,71428.57142857143
1514,70220.26431718061
1512,68275.86206896552
1509,68275.86206896552
1512,69432.31441048035
1511,71022.22222222222
1514,69432.31441048035
1515,67896.9957081545
1513,67521.36752136752
1513,67896.9957081545
1515,69824.56140350878
1512,71022.22222222222
1514,70220.26431718061
1504,68658.00865800866
1506,67521.36752136752
1516,67521.36752136752
1508,68658.00865800866
1510,70619.46902654867
1511,69824.56140350878
1514,68658.00865800866
1514,67521.36752136752
1507,69043.47826086957
1511,70220.26431718061
1516,69824.56140350878
1507,67521.36752136752
1511,67521.36752136752
1511,69432.31441048035
1509,70619.46902654867
1508,69043.47826086957
1512,66779.66101694915
1510,67896.9957081545
1507,69043.47826086957
1513,71022.22222222222
1508,69824.56140350878
1509,67896.9957081545
1505,66779.66101694915
1509,67521.36752136752
1510,68275.86206896552
1512,70220.26431718061
1513,70220.26431718061
1508,69432.31441048035
1515,67521.36752136752
1507,67148.93617021276
1508,68275.86206896552
1508,69824.56140350878
1511,70619.46902654867
1514,69432.31441048035
1510,67521.36752136752
1509,66779.66101694915
1514,68658.00865800866
1512,70220.26431718061
1513,68658.00865800866
1512,67148.93617021276
1514,67521.36752136752
1508,70220.26431718061
1508,70220.26431718061
1511,69043.47826086957
1511,67148.93617021276
1512,66779.66101694915
1516,68658.00865800866
1512,70619.46902654867
1509,69824.56140350878
1511,69432.31441048035
1516,67521.36752136752
1511,66050.42016806723
1514,68275.86206896552
1515,69432.31441048035
1508,70220.26431718061
1506,69432.31441048035
1504,67521.36752136752
1508,66413.50210970464
1508,67148.93617021276
1508,69432.31441048035
1507,69824.56140350878
1509,67896.9957081545
1511,66779.66101694915
1512,68275.86206896552
1506,70619.46902654867
1506,68658.00865800866
1513,66779.66101694915
1503,67148.93617021276
1510,68658.00865800866
1509,70220.26431718061
1506,68658.00865800866
1504,66779.66101694915
1508,66413.50210970464
1507,67896.9957081545
1515,69043.47826086957
1509,70220.26431718061
1512,68658.00865800866
1513,67521.36752136752
1510,66413.50210970464
1510,67896.9957081545
1507,69043.47826086957
1507,69824.56140350878
1507,69043.47826086957
1508,66779.66101694915
1508,66779.66101694915
1507,69043.47826086957
1515,69432.31441048035
1510,68275.86206896552
1511,66413.50210970464
1507,67521.36752136752
1508,69043.47826086957
1511,69824.56140350878
1507,68658.00865800866
1510,66779.66101694915
1506,67148.93617021276
1507,68275.86206896552
1507,69824.56140350878
1509,69824.56140350878
1511,68275.86206896552
1506,66779.66101694915
1504,66779.66101694915
1508,68658.00865800866
1507,70220.26431718061
1507,69824.56140350878
1504,68275.86206896552
1509,67148.93617021276
1506,66413.50210970464
1511,67148.93617021276
1504,69043.47826086957
1506,69432.31441048035
1504,69824.56140350878
1508,67896.9957081545
1510,66779.66101694915
1504,66779.66101694915
1508,67896.9957081545
1504,70220.26431718061
1507,70220.26431718061
1506,67896.9957081545
1508,66413.50210970464
1506,67148.93617021276
1501,69824.56140350878
1503,70220.26431718061
1499,67896.9957081545
1498,66779.66101694915
1501,67521.36752136752
1503,70220.26431718061
1503,69824.56140350878
1501,67896.9957081545
1499,66413.50210970464
1499,67148.93617021276
1502,67896.9957081545
1499,70220.26431718061
1494,69432.31441048035
1492,68658.00865800866
1493,67148.93617021276
1494,67896.9957081545
1491,70220.26431718061
1490,70220.26431718061
1492,69043.47826086957
1487,66779.66101694915
1492,66413.50210970464
1487,67521.36752136752
1489,69432.31441048035
1488,70619.46902654867
1486,69432.31441048035
1488,67521.36752136752
1487,67148.93617021276
1484,68658.00865800866
1488,70619.46902654867
1480,69043.47826086957
1486,67148.93617021276
1483,67521.36752136752
1479,69043.47826086957
1483,70220.26431718061
1484,69824.56140350878
1484,68658.00865800866
1483,67148.93617021276
1482,67148.93617021276
1481,69043.47826086957
1477,70220.26431718061
1482,69824.56140350878
1480,68275.86206896552
1484,67148.93617021276
1483,66779.66101694915
1483,67896.9957081545
1480,69043.47826086957
1482,70619.46902654867
1484,69824.56140350878
1478,67896.9957081545
1480,66779.66101694915
1481,68275.86206896552
1476,70220.26431718061
1477,70220.26431718061
1478,68275.86206896552
1483,66779.66101694915
1481,68658.00865800866
1480,70619.46902654867
1480,69043.47826086957
1477,66779.66101694915
1479,67521.36752136752
1477,69043.47826086957
1481,70619.46902654867
1484,69824.56140350878
1483,68275.86206896552
1481,66779.66101694915
1485,67896.9957081545
1481,69824.56140350878
1482,71022.22222222222
1484,69824.56140350878
1489,69043.47826086957
1486,67148.93617021276
1488,67148.93617021276
1483,67896.9957081545
1485,70220.26431718061
1480,70619.46902654867
1479,69824.56140350878
1484,67896.9957081545
1481,67521.36752136752
1481,67896.9957081545
1482,69432.31441048035
1483,71022.22222222222
1485,70619.46902654867
1483,69043.47826086957
1483,67148.93617021276
1484,67896.9957081545
1480,69432.31441048035
1484,70220.26431718061
1487,67896.9957081545
1485,67521.36752136752
1481,69043.47826086957
1480,71022.22222222222
1489,70220.26431718061
1480,68658.00865800866
1486,67896.9957081545
1487,69043.47826086957
1486,71428.57142857143
1486,70619.46902654867
1486,69043.47826086957
1481,67521.36752136752
1481,68275.86206896552
1488,69824.56140350878
1481,71428.57142857143
1483,70619.46902654867
1485,69432.31441048035
1479,67521.36752136752
1478,67896.9957081545
1482,69824.56140350878
1484,71022.22222222222
1477,70220.26431718061
1482,67521.36752136752
1479,67896.9957081545
1481,69432.31441048035
1481,71022.22222222222
1479,71428.57142857143
1476,70220.26431718061
1480,68275.86206896552
1481,67896.9957081545
1480,71428.57142857143
1480,71428.57142857143
1478,69824.56140350878
1475,68275.86206896552
1479,69432.31441048035
1476,71428.57142857143
1476,71022.22222222222
1475,69432.31441048035
1474,67896.9957081545
1472,71838.56502242152
1471,71022.22222222222
1480,68275.86206896552
1479,67896.9957081545
1477,70220.26431718061
1476,71838.56502242152
1476,71838.56502242152
1475,70220.26431718061
1480,68658.00865800866
1471,67896.9957081545
1473,69043.47826086957
1472,71428.57142857143
1475,72252.25225225225
1467,68275.86206896552
1471,69824.56140350878
1466,71838.56502242152
1466,71838.56502242152
1467,69432.31441048035
1464,68275.86206896552
1472,69432.31441048035
1467,72669.68325791856
1465,72252.25225225225
1463,70220.26431718061
1463,68658.00865800866
1463,68658.00865800866
1470,70220.26431718061
1464,72252.25225225225
1467,72669.68325791856
1467,71428.57142857143
1464,69043.47826086957
1467,69043.47826086957
1463,69432.31441048035
1463,71428.57142857143
1465,72252.25225225225
1466,71838.56502242152
1471,70220.26431718061
1467,68658.00865800866
1460,69043.47826086957
1470,70220.26431718061
1468,72669.68325791856
1472,71428.57142857143
1467,69432.31441048035
1475,69043.47826086957
1470,71022.22222222222
1471,71838.56502242152
1473,71428.57142857143
1474,69432.31441048035
1471,69043.47826086957
1471,70220.26431718061
1476,72252.25225225225
1468,72252.25225225225
1473,70220.26431718061
1474,68658.00865800866
1472,69824.56140350878
1467,71428.57142857143
1471,73515.98173515982
1473,72252.25225225225
1479,70619.46902654867
1477,72669.68325791856
1474,73090.90909090909
1480,71428.57142857143
1483,69432.31441048035
1480,69432.31441048035
1485,71428.57142857143
1483,72669.68325791856
1482,73090.90909090909
1488,71838.56502242152
1485,69824.56140350878
1479,69432.31441048035
1483,70220.26431718061
1489,72252.25225225225
1482,73090.90909090909
1482,71428.57142857143
1485,69432.31441048035
1487,70619.46902654867
1488,72669.68325791856
1488,72669.68325791856
1490,70220.26431718061
1489,69432.31441048035
1486,71022.22222222222
1492,72669.68325791856
1490,73515.98173515982
1492,71428.57142857143
1494,69824.56140350878
1490,70220.26431718061
1492,71022.22222222222
1494,73090.90909090909
1491,73944.95412844037
1492,72669.68325791856
1489,70220.26431718061
1489,69043.47826086957
1495,69432.31441048035
1489,72669.68325791856
1490,74377.88018433179
1493,72669.68325791856
1491,70619.46902654867
1489,69432.31441048035
